CustomerID,CustomerName,PrimoCustomer,RegionID
146,Phoebe Sweeney,No,7
147,Yasmine Whitaker,No,3
148,Braiden Schwartz,No,3
149,Franco Lynn,No,3
150,Carina Pratt,Yes,3
151,Lorena Nolan,No,3
152,Anderson Baxter,No,3
153,Carissa Whitney,No,7
154,Luka Lynn,Yes,7
155,Tiffany Hutchinson,No,7
156,Ayana Ashley,No,6
157,Hugh Holmes,Yes,6
158,Maxwell Mcdonald,No,7
159,Alex Buckley,Yes,6
160,Quintin Reed,No,6
161,Mariana Shelton,No,6
162,Micah Rosales,No,6
163,Jaylynn Bryan,No,6
164,Paula Arroyo,No,6
165,Dalton Hooper,Yes,6
166,Jasmin Sweeney,Yes,6
167,Aydan Christian,Yes,7
168,Audrina Novak,No,7
169,Chana Owens,No,6
170,Ryland Gutierrez,No,6
171,Rachael Reed,No,7
172,Aydan Hicks,No,6
173,Yasmine Randall,No,7
174,Skyler Bullock,No,7
175,Roy Novak,No,6
176,Catalina Hale,No,6
177,Lilliana Chandler,No,2
178,Sandra Rice,Yes,6
179,Hana Schwartz,No,6
180,Chase Higgins,No,6
181,Jasper Whitaker,No,6
182,Anahi Baxter,No,6
183,Christian Ball,Yes,7
184,Duncan Whitney,No,6
185,Macie Arroyo,No,6
186,Catalina Munoz,No,2
187,Marilyn Norman,No,6
188,Maxwell Norman,No,7
189,Jordyn Weiss,Yes,6
190,Catalina Hickman,Yes,7
191,Thomas Yates,No,6
192,Micah Rojas,No,6
193,Bailey Keller,Yes,7
194,Braiden Rojas,Yes,7
195,Jasper Arnold,No,6
196,Alisson Shelton,No,7
197,Rebekah Glover,No,7
198,Hana Cervantes,No,7
199,Elvis Ross,No,6
200,Hugh Santos,No,6
201,Chase Munoz,Yes,2
202,Marely Dennis,No,6
203,Gwendolyn Ball,No,6
204,Karla Novak,No,2
205,Skyler Munoz,No,7
206,Rebekah Mack,No,7
207,Celia Rose,Yes,7
208,Amani Weiss,No,7
209,August Hood,No,6
210,Kali Smith,No,6
211,Karla Horton,No,6
212,Haiden Odom,No,2
213,Elliott Meyer,No,2
214,Zayden Murillo,No,7
215,Zayden Arias,No,7
216,Karla Short,No,2
217,Jovany Nolan,No,7
218,Nathaly Ashley,Yes,7
219,Alani Meadows,No,7
220,Jax Dunn,No,7
221,Aydin Lynn,No,6
222,Reilly Christian,Yes,6
223,Duncan Meyer,No,6
224,Alessandro Horton,No,2
225,Luka Santos,Yes,7
226,Esteban Buckley,Yes,7
227,Mariana Mcdonald,No,7
228,Julien Barnett,Yes,6
229,Jayvion Wyatt,No,6
230,Belen Patel,No,6
231,Makayla Arias,No,6
232,Elliott Bowman,No,7
233,Chase Faulkner,Yes,7
234,Lorenzo Avila,No,6
235,Hayley Whitney,No,6
236,Frederick Whitehead,No,7
237,Lorena Kramer,No,7
238,Catalina Buckley,No,4
239,Journey Myers,Yes,7
240,Demetrius Whitaker,No,7
241,Reilly Byrd,No,7
242,Alivia Cooley,No,5
243,Alexandra Kennedy,No,5
244,Sidney Murillo,No,7
245,Bridger Olson,Yes,7
246,Aylin Anthony,No,4
247,Quentin Wyatt,Yes,4
248,August Shelton,Yes,7
249,Quentin Frederick,No,5
250,Elliott Gutierrez,Yes,4
251,Aydin Santos,Yes,7
252,Duncan Brandt,No,2
253,Azaria Odom,No,6
254,Micah Huff,Yes,2
255,Jasmin Little,Yes,7
256,Alfonso Meza,No,7
257,Jaylan Hodge,No,7
258,August Carson,Yes,6
259,Mason Holmes,No,6
260,Paloma Bennett,Yes,7
261,Chana Dennis,Yes,6
262,Duncan Hicks,No,6
263,Skyler Lynn,Yes,2
264,Chana Glover,No,7
265,Journey Mcknight,Yes,7
266,Emery Mack,No,7
267,Vance Arias,No,7
268,Brianna Meyers,Yes,6
269,Rudy Harper,No,6
270,Thomas Shelton,No,6
271,Destinee Anthony,Yes,6
272,Yahir Hooper,No,6
273,Franco Avila,No,6
274,Quentin Mack,No,6
275,Demetrius Cordova,Yes,7
276,Katie Arroyo,Yes,6
277,Anahi Preston,No,2
278,Ayana Reed,Yes,2
279,Juan Weiss,No,7
280,Juan Arias,Yes,7
281,Vaughn Ross,No,7
282,Sandra Garrison,No,6
283,Camren Allen,Yes,7
284,Destinee Nolan,Yes,6
285,Hugh Anthony,No,6
286,Jaylin Horton,Yes,6
287,Ulises Faulkner,No,6
288,Dalton Campbell,No,2
289,Yasmine Hood,No,6
290,Catalina Vaughn,No,6
291,Katie Hickman,No,6
292,Quentin Gray,Yes,6
293,Jasmin Barnett,No,6
294,Hana Bennett,No,7
295,Malachi Nolan,No,7
296,Maxim Vang,No,6
297,Trevin Murillo,No,7
298,Hailee Byrd,No,6
299,Hayley Lynn,Yes,6
300,Juan Mack,Yes,6
301,Roy Hooper,Yes,2
302,Anderson Parks,Yes,7
303,Vaughn Whitehead,No,7
304,Alex Higgins,No,7
305,Misael Campbell,No,7
306,Shaylee Padilla,Yes,6
307,Maximo Cooley,No,6
308,Franco Barnett,No,6
309,Jasmin Bryan,Yes,7
310,Katie Parker,Yes,7
311,Roy Bowman,No,6
312,Esteban Whitney,No,7
313,Elvis Pratt,No,7
314,Zoe Sherman,Yes,7
315,Braiden Diaz,Yes,7
316,Saige Keller,No,7
317,Elias Ramirez,No,2
318,Vaughn Morris,No,7
319,Juan Whitehead,No,7
320,Emery Murillo,No,6
321,Katie Rosales,No,6
322,Karli Christian,No,7
323,August Meadows,No,7
324,Lilly Browning,No,6
325,Rhys Smith,Yes,6
326,Mason Rice,Yes,7
327,Alani Buckley,No,6
328,Quentin Whitehead,Yes,6
329,Saige Huff,Yes,2
330,Frederick Yates,No,6
331,Alessandro Ross,Yes,2
332,Quinn Bowman,Yes,2
333,Aedan Diaz,No,4
334,Hailee Nolan,Yes,7
335,Braelyn Hale,No,7
336,Zayden Parker,Yes,4
337,Vanessa Ayala,Yes,5
338,Jakobe Gutierrez,Yes,7
339,Alessandro Little,No,4
340,Paloma Cooley,No,5
341,Duncan Mays,No,5
342,Carissa Parker,No,7
343,Alfonso Mcdonald,No,5
344,Jasper Costa,No,7
345,Anderson Ho,Yes,7
346,Kali Buckley,No,5
347,Jaylen Parker,No,5
348,Juan Owens,No,4
349,Bailey Bennett,No,4
350,Julien Holmes,No,4
351,Gwendolyn Santos,No,7
352,Maximo Moss,No,7
353,James Baxter,No,5
354,Abram Cantu,No,7
355,Aydin Mcknight,No,4
356,Sariah Ayala,No,7
357,Elias Costa,No,3
358,Brycen Gonzales,No,3
359,Alessandro Arroyo,No,3
360,Aydin Frederick,Yes,3
361,Aylin Rojas,Yes,3
362,Roy Buckley,No,3
363,Vanessa Mccarty,Yes,3
364,Karla Patel,No,3
365,Mallory Padilla,No,3
366,Clara Meyer,Yes,3
367,Aydin Padilla,No,3
368,Demetrius Rodgers,No,3
369,Abigayle Sherman,No,3
370,Aydan Preston,Yes,3
371,Belen Benton,No,3
372,Cecilia Harper,Yes,3
373,Ryland Lynn,No,3
374,Gwendolyn Adams,No,4
375,Mason Wise,No,4
376,Bailey Carson,No,7
377,Audrina Kennedy,No,7
378,Shaylee Novak,Yes,4
379,Timothy Vang,No,5
380,Peyton Smith,Yes,5
381,Jaquan Hale,No,4
382,Abigayle Jenkins,No,7
383,Mason Mays,No,5
384,Alex Todd,Yes,5
385,Phoebe Meyer,Yes,5
386,Marilyn Cantu,No,7
387,Bridger Rose,No,4
388,Amani Christian,No,7
389,Reilly Rosales,No,7
390,Paityn Sloan,No,4
391,Alisson Rojas,Yes,5
392,Jayvion Meadows,Yes,4
393,Reid Andrade,Yes,4
394,Braiden Gutierrez,No,5
395,Paloma Norman,No,7
396,Paloma Cantu,Yes,4
397,Jasper Jenkins,No,4
398,Emery Rosales,Yes,5
399,August Morris,Yes,7
400,Jasmin Lane,No,5
401,Brianna Lynn,No,7
402,Jovany Santos,No,5
403,Maximo Ross,No,5
404,Destinee Mays,No,5
405,Hana Jacobson,No,4
406,Zoey Short,No,4
407,Trevin Mcgee,No,5
408,Jakobe Holmes,Yes,4
409,Alexus Brandt,Yes,7
410,Jaylen Mays,Yes,5
411,Ryker Buckley,No,5
412,Jaylene Nolan,No,4
413,Brianna Short,No,4
414,Julien Gonzales,No,7
415,Mason Cantu,No,7
416,Alessandro Parsons,No,4
417,Shaylee Ashley,No,5
418,Kali Myers,No,5
419,Misael Christian,Yes,4
420,Peyton Mays,No,7
421,Macie Meadows,No,5
422,Reid Adams,Yes,4
423,Vanessa Padilla,No,7
424,Maxwell Hodge,No,4
425,Bridger Lara,No,4
426,Marilyn Ross,No,5
427,Misael Parks,No,4
428,Aedan Bullock,Yes,4
429,Nathaly Weiss,No,4
430,Kali Crosby,Yes,5
431,Jordyn Santos,No,4
432,Marley Walton,Yes,4
433,Rhys Francis,No,5
434,Hailee Haynes,Yes,5
435,Phoebe Gutierrez,No,7
436,Bailey Moss,No,4
437,Julius Francis,No,7
438,Lorenzo Holmes,No,5
439,Hailee Bryan,No,4
440,Anderson Mcdaniel,No,5
441,Skyler Allen,Yes,5
442,Ryland Barker,No,5
443,Alessandro Diaz,No,5
444,Vanessa Huff,No,3
445,Jax Sloan,No,3
446,Lorenzo Arnold,No,3
447,Destiny Sherman,No,3
448,Jasmin Carson,Yes,3
449,Aydin Hodge,No,3
450,Audrina Ayala,No,3
451,Chana Rose,No,3
452,Mallory Hanson,No,3
453,Jaylen Dennis,No,3
454,Saige Padilla,No,3
455,Macie Lynn,No,3
456,Elliott Kramer,No,3
457,Jaquan Sweeney,No,3
458,Misael Bowman,Yes,3
459,Jasper Todd,No,3
460,Vaughn Huff,No,3
461,Marley Allen,No,3
462,Jakobe Bowman,No,3
463,Paityn Rodgers,Yes,3
464,Reilly Blanchard,No,3
465,Winston Morris,No,3
466,Abram Norman,No,3
467,Emery Carson,No,3
468,Destiny Pratt,No,3
469,Tiffany Mays,No,7
470,Carissa Wise,No,7
471,Duncan Cantu,No,4
472,James Gray,No,5
473,Jaylen Christian,No,3
474,Destiny Rojas,No,5
475,Aylin Olson,No,7
476,Micah Griffin,Yes,7
477,Mariana Short,Yes,7
478,Juan Short,Yes,4
479,Shaylee Pratt,No,5
480,Paula James,Yes,5
481,Reid Moss,No,5
482,Dalton Byrd,No,4
483,Kali Sherman,No,7
484,Mariana Reilly,No,5
485,Jaylynn Parks,Yes,4
486,Mallory Dunn,No,7
487,Cecilia Adams,No,4
488,Haiden Francis,No,5
489,Anahi Cordova,No,7
490,Ryland Kennedy,No,7
491,Paula Ramirez,Yes,5
492,Cooper Edwards,No,7
493,Skyler Gray,No,4
494,Brycen Myers,No,7
495,Braiden Vang,Yes,7
496,Shaylee Wise,No,4
497,Rudy Mccarty,Yes,7
498,Misael Parsons,No,7
499,Timothy Ashley,No,2
500,Azaria Lara,No,6
501,Kali Mccarty,No,2
502,Ray Faulkner,No,2
503,Tiffany Walton,No,2
504,Saige Moss,No,6
505,Audrina Rojas,No,6
506,Audrina Ho,No,2
507,Vanessa Arias,No,2
508,Mason Odonnell,No,2
509,Bridger James,No,7
510,Chase Allen,Yes,6
511,Alani Mack,No,2
512,Ulises Hanna,No,7
513,Camren Holmes,No,2
514,Skyler Diaz,Yes,2
515,Haiden Odonnell,No,7
516,Karli Arroyo,No,6
517,Yasmine York,Yes,6
518,Aylin Francis,No,6
519,Jaylene Murillo,No,7
520,Jaylin Jacobson,Yes,2
521,Phoebe Novak,Yes,2
522,Hillary Novak,No,7
523,Belen Shelton,Yes,7
524,Macie Diaz,No,2
525,August Pratt,No,6
526,Jax Stephens,No,7
527,Trevin Nguyen,No,2
528,Carina Browning,No,6
529,Paula Cantu,Yes,6
530,Mason Mack,No,7
531,Dustin Rodgers,No,2
532,Quentin Hanson,Yes,6
533,Brianna Meza,No,7
534,Sabrina Buckley,No,9
535,Jax Norman,Yes,6
536,Macie Odom,No,7
537,Rachael Schwartz,No,6
538,Karla Mcknight,Yes,6
539,Clara Harper,Yes,6
540,Cecilia Higgins,No,6
541,Maximo Sawyer,Yes,6
542,Jayvion Glover,No,7
543,Hillary Cantu,Yes,7
544,Chana Hanson,No,5
545,Elliott Dennis,No,4
546,Misael Wise,No,5
547,Katie Santos,No,5
548,Sariah Serrano,No,5
549,Hillary Bullock,No,7
550,Jaylynn Arroyo,Yes,7
551,Anderson Owens,No,7
552,Marilyn Hodge,No,5
553,Mallory Odom,Yes,4
554,Paloma Hickman,No,7
555,Ulises Hanson,No,5
556,Braiden Lane,No,7
557,Dalton Hutchinson,No,7
558,Abram Myers,Yes,7
559,Luka Moss,No,7
560,Vance Meadows,No,4
561,Anahi Odom,No,7
562,Daniel Barnett,No,4
563,Demetrius Browning,No,4
564,Cooper Shelton,Yes,7
565,Jax Gutierrez,Yes,4
566,Paloma Arroyo,No,7
567,Ryland Yates,Yes,5
568,Rhys Rodgers,No,4
569,Peyton Allen,No,7
570,Paloma Harper,Yes,7
571,Daniel Ayala,No,4
572,Malachi Buckley,No,5
573,Alaina Kramer,No,5
574,Haiden Meadows,No,7
575,Bailey Buckley,No,7
576,Camren Crosby,No,7
577,Jaylene Weiss,No,5
578,Nathaly Huff,Yes,5
579,Meghan Munoz,No,5
580,Emery Hanna,No,7
581,Daniel Todd,No,7
582,Phoebe Lynn,No,5
583,Lilly Odom,Yes,5
584,Alani Ross,No,5
585,James Rodgers,No,4
586,Ulises Allen,No,7
587,Aedan Kennedy,Yes,7
588,Lorenzo Ramirez,Yes,5
589,Cecilia Acosta,No,5
590,Jaylynn Vaughn,No,7
591,Micah Lane,Yes,5
592,Bridger Myers,No,5
593,Quinn Sherman,No,5
594,Cecilia Smith,Yes,5
595,Jacey Rice,Yes,5
596,Quentin Odom,Yes,4
597,Maxim Munoz,Yes,7
598,Shaylee Little,No,5
599,Abigayle Whitehead,Yes,4
600,Zoey Gutierrez,No,5
601,Carissa Ramirez,No,5
602,Bridger Thornton,No,5
603,Brycen Serrano,Yes,4
604,Audrina Pratt,Yes,7
605,Elias Schwartz,Yes,7
606,Braiden Adams,No,4
607,Jovany Benton,Yes,5
608,Lilliana Haynes,No,5
609,Sidney Hanson,No,5
610,Dalton Hood,Yes,7
611,Anderson Haynes,No,7
612,Chana Mcgee,No,5
613,Maxwell Meyer,No,7
614,Saige Higgins,No,4
615,Micah Vaughn,No,4
616,Zayden Acosta,No,7
617,Paityn Cervantes,Yes,7
618,Yahir Brandt,No,6
619,Frederick Kennedy,Yes,2
620,Yasmine Sherman,No,2
621,Jaylin Preston,Yes,7
622,Duncan Cervantes,Yes,7
623,Rhys Ayala,No,7
624,Alaina Conner,No,6
625,Daniel Serrano,Yes,6
626,Jaylene Meyer,Yes,6
627,Misael Rojas,Yes,6
628,Aydin Arias,No,6
629,Aedan Hanson,No,6
630,Mallory Cooley,No,6
631,Carina Haynes,No,7
632,Rebekah Haynes,Yes,2
633,Rudy Keller,Yes,2
634,Rebekah Richardson,No,7
635,Carina Moss,No,7
636,Vaughn Reed,No,6
637,Zayden York,No,6
638,Quentin Woodard,No,6
639,Jaylan Parsons,Yes,6
640,Julien Mcknight,No,6
641,Franco Barber,No,2
642,Karli Rosales,Yes,2
643,Alex Faulkner,No,2
644,Anderson Rodgers,No,7
645,Marley Ramirez,No,7
646,Alivia Murillo,Yes,7
647,Malachi Preston,Yes,7
648,Braiden Richardson,No,2
649,Carissa Andrade,No,6
650,Braiden Brandt,No,6
651,Aydin Hanson,Yes,6
652,Journey Schwartz,Yes,2
653,Javon Patel,No,2
654,Vaughn Haley,No,7
655,Sabrina Barnett,Yes,6
656,Aydin Parks,Yes,6
657,Abigayle Barker,No,6
658,Alessandro Jacobson,No,6
659,Aydin Huff,No,6
660,Belen Arroyo,No,2
661,Dustin Nolan,Yes,2
662,Destinee Bennett,Yes,2
663,Luka Keller,No,7
664,Haiden Huff,No,7
665,Jaylynn Sweeney,Yes,6
666,Julien Ayala,No,6
667,Camren Lara,No,6
668,Duncan Reed,Yes,7
669,Mason Patel,Yes,6
670,Lorenzo Diaz,Yes,7
671,Sidney Meza,No,6
672,Anahi Richardson,No,6
673,Kali Preston,No,6
674,Amani Rodgers,No,7
675,Sidney Thornton,No,6
676,Karli Anthony,No,7
677,Belen Barker,No,8
678,Lilliana Little,No,2
679,Sidney Stephens,No,7
680,Yasmine Avila,Yes,7
681,Rachael Padilla,No,7
682,Elias Rodgers,Yes,7
683,Alexandra Frederick,No,7
684,Paloma Meza,No,6
685,Ryland Mcdaniel,No,7
686,Tiffany Little,Yes,7
687,Abram Arroyo,No,6
688,Gwendolyn Smith,No,6
689,Jaylen Cordova,No,7
690,Ayana Huff,No,7
691,Mariana Nguyen,No,7
692,Lorenzo Reilly,Yes,6
693,Mason Gonzales,No,6
694,Jacey Dennis,No,2
695,Aylin Buckley,No,6
696,Ryland Parks,No,6
697,James Clay,No,7
698,Luka Walton,No,6
699,James Ramirez,Yes,2
700,Reid Buckley,No,7
701,Journey Holmes,No,6
702,Zoey Murillo,Yes,6
703,Jaylene Arroyo,No,6
704,Quintin Thornton,No,6
705,Alisson Munoz,Yes,6
706,Emery Glover,No,6
707,Juan Edwards,No,6
708,Zayden Morris,No,6
709,Chase Meadows,No,6
710,Bridger Frederick,No,2
711,Belen Andrade,No,6
712,Cecilia Odonnell,Yes,2
713,Quintin Nolan,No,2
714,Lilliana Campbell,Yes,7
715,Malachi Anthony,No,6
716,Zayden Clay,Yes,6
717,Quintin Campbell,No,6
718,Tiffany Norman,No,7
719,Lilliana Mccarty,No,7
720,Elias Moss,No,2
721,Carina Haley,No,6
722,Aedan Adams,Yes,6
723,Sariah Mcdonald,No,7
724,Jaiden Garrison,No,2
725,Jacey Arroyo,No,2
726,Rebekah Whitehead,No,7
727,Meghan Smith,Yes,7
728,Journey Clay,No,6
729,Jacey James,No,7
730,Christian Harper,No,7
731,Timothy Chandler,No,7
732,Karli Novak,No,6
733,Luka Richardson,Yes,1
734,Marely Meza,No,6
735,Roy Higgins,Yes,6
736,Rhys Dunn,No,7
737,Sidney Campbell,No,6
738,Karla Hanna,No,6
739,Dustin Shelton,Yes,2
740,Malachi Meyers,No,2
741,Sariah Sherman,No,2
742,Amani Hutchinson,No,6
743,Aydan Ross,Yes,6
744,Jacey Mcgee,Yes,6
745,Jaylan Owens,No,6
746,Dalton Smith,No,7
747,Jacey Wise,No,7
748,Vance James,No,7
749,Luka Cordova,Yes,2
750,Lorenzo Whitehead,No,3
751,Yahir Hale,No,3
752,Phoebe Murillo,No,3
753,Thomas Cordova,No,3
754,Azaria Arias,No,3
755,Micah Whitney,No,3
756,Rebekah Chandler,Yes,3
757,Emery Allen,Yes,3
758,Juan Hooper,No,3
759,Paloma Shelton,Yes,3
760,Makayla Serrano,No,3
761,Rudy Whitehead,Yes,3
762,Azaria Vaughn,Yes,3
763,Azaria Horton,Yes,3
764,Belen Reilly,Yes,3
765,Jakobe Buckley,No,3
766,Jaiden Jenkins,Yes,3
767,Belen Little,No,3
768,Brianna Lane,No,3
769,August Ball,No,3
770,Makayla Arnold,No,2
771,Alani Adams,No,7
772,Gwendolyn Mays,No,7
773,Micah Bennett,Yes,7
774,Alisson Gutierrez,No,6
775,Chana Wyatt,No,6
776,Marilyn Whitney,No,6
777,Catalina Ashley,No,6
778,Journey Ramirez,No,6
779,Christian Diaz,Yes,7
780,Karla Cervantes,No,7
781,Nathaly Shelton,No,7
782,Cecilia Buckley,Yes,6
783,Katie Odom,No,6
784,Lorenzo Mcgee,No,6
785,Jasmin Adams,No,2
786,Aydan Cantu,Yes,7
787,Esteban Kennedy,No,7
788,Frederick Whitney,No,6
789,Destiny Myers,Yes,6
790,Alfonso Acosta,No,6
791,Catalina Rice,No,6
792,Jasper Mcgee,Yes,7
793,Emery Short,No,6
794,Jaylen Murillo,No,6
795,Bailey Cordova,No,6
796,Thomas Padilla,No,6
797,Karla Woodard,No,6
798,Aydan Rojas,No,6
799,Aurora Christian,Yes,7
800,Brianna Todd,Yes,7
801,Brianna Mccarty,No,7
802,Aedan Barnett,No,7
803,Meghan Francis,No,2
804,Rebekah Conner,No,7
805,Amani Vaughn,No,7
806,Reilly Mccarty,No,6
807,Javon Olson,No,6
808,Jovany Mcfarland,No,6
809,Paityn Odom,Yes,2
810,Zoe Shelton,No,6
811,Misael Hooper,Yes,7
812,Gwendolyn Kramer,No,6
813,Braelyn Munoz,Yes,7
814,Jadyn Brandt,No,7
815,Lorena Novak,Yes,7
816,Quinn Lara,No,7
817,Yasmine Cervantes,No,6
818,Aurora Ashley,Yes,6
819,Brycen Hale,Yes,6
820,Christian Meadows,No,7
821,Aedan Acosta,No,2
822,Anderson Padilla,Yes,6
823,Aedan Keller,No,6
824,Dalton Allen,No,2
825,Destiny Avila,No,2
826,Cooper Pratt,No,6
827,Thomas Vang,Yes,6
828,Aedan Crosby,No,2
829,Destinee Allen,No,7
830,Marley Avila,No,7
831,Luka Stephens,No,6
832,Lilliana Novak,No,6
833,Braelyn James,Yes,7
834,Ray Cervantes,Yes,2
835,Winston Parsons,No,6
836,Jovany Wise,No,2
837,Celia Christian,Yes,7
838,Jax Parsons,No,6
839,Camren Patel,No,7
840,Zayden Hodge,No,6
841,Clara Cervantes,No,6
842,Vanessa Munoz,No,2
843,Mallory Allen,No,7
844,Quentin Rojas,No,7
845,Ray Huff,No,6
846,Roy Randall,Yes,2
847,Aylin Vaughn,Yes,6
848,Lilliana Nguyen,Yes,7
849,Bridger Christian,Yes,7
850,Hugh Allen,No,6
851,Zayden Ross,No,6
852,Alessandro Campbell,Yes,6
853,Maxim Serrano,Yes,6
854,Yasmine Thornton,Yes,6
855,Maximo Haynes,No,6
856,Zoey Serrano,Yes,6
857,Thomas Meyer,No,7
858,Belen Cooley,No,7
859,Jovany Padilla,No,6
860,Anderson Jenkins,No,7
861,Alex Woodard,No,6
862,Shaylee Owens,No,2
863,Chana Odom,Yes,7
864,Maxim James,Yes,7
865,Jaquan Bullock,No,7
866,Sidney Barnett,No,6
867,Shaylee Mcgee,No,6
868,Bridger Richardson,Yes,6
869,Quentin Reilly,No,2
870,Braelyn Gonzales,No,2
871,Jayvion Vang,No,7
872,Camren Thornton,No,7
873,Rebekah Short,No,6
874,Micah Keller,No,6
875,Reid Ramirez,Yes,6
876,Julius Garrison,No,2
877,Paula Short,No,6
878,Thomas Mcfarland,Yes,6
879,Azaria Moss,No,7
880,Paloma Jacobson,No,7
881,Jaylin Hood,Yes,7
882,Jaylynn Browning,Yes,6
883,Hillary Randall,No,7
884,Reid Hanna,No,7
885,Destinee Edwards,No,7
886,Alessandro Myers,No,6
887,Vanessa Blanchard,No,6
888,Julius Lara,Yes,6
889,Lorenzo Rose,No,2
890,Maxim Randall,Yes,7
891,Jakobe Nolan,No,6
892,Christian Olson,No,6
893,Carissa Conner,No,3
894,Braiden Jenkins,Yes,3
895,Aydin Nolan,Yes,3
896,Kali Thornton,No,3
897,Carissa Hooper,No,3
898,Hana Cooley,No,3
899,Cecilia Hood,Yes,3
900,Marely Griffin,No,3
901,Journey Morris,No,3
902,Malachi Costa,Yes,3
903,Sariah Nguyen,No,3
904,Ryland Sloan,Yes,3
905,Cecilia Huff,No,3
906,Maverick Erickson,No,3
907,Jaylan Randall,No,3
908,Franco Buckley,No,3
909,Maxim Kennedy,No,3
910,Maxim Meyers,No,3
